2014-01-01 10:04:00+00,770.7051
2014-01-01 10:05:00+00,770.6270
2014-01-01 10:06:00+00,770.6475
2014-01-01 10:07:00+00,770.6683
2014-01-01 10:08:00+00,770.1307
2014-01-01 10:09:00+00,770.8727
2014-01-01 10:10:00+00,769.7952
2014-01-01 10:11:00+00,770.7685
2014-01-01 10:12:00+00,770.3735
2014-01-01 10:13:00+00,770.3720
2014-01-01 10:14:00+00,770.4552
2014-01-01 10:15:00+00,770.0435
2014-01-01 10:16:00+00,770.1120
2014-01-01 10:17:00+00,770.1552
2014-01-01 10:18:00+00,770.1552
2014-01-01 10:19:00+00,770.9034
2014-01-01 10:20:00+00,770.5050
2014-01-01 10:21:00+00,770.5034
2014-01-01 10:22:00+00,770.2082
2014-01-01 10:23:00+00,770.0048
2014-01-01 10:24:00+00,769.6940
2014-01-01 10:25:00+00,769.6383
2014-01-01 10:26:00+00,769.5495
2014-01-01 10:27:00+00,769.5495
2014-01-01 10:28:00+00,769.3218
2014-01-01 10:29:00+00,769.3276
2014-01-01 10:30:00+00,769.3271
2014-01-01 10:31:00+00,769.8394
2014-01-01 10:32:00+00,769.7087
2014-01-01 10:33:00+00,768.9233
2014-01-01 10:34:00+00,766.6463
2014-01-01 10:35:00+00,765.7582
2014-01-01 10:36:00+00,764.6617
2014-01-01 10:37:00+00,763.6482
2014-01-01 10:38:00+00,763.3033
2014-01-01 10:39:00+00,762.9914
2014-01-01 10:40:00+00,760.5783
2014-01-01 10:41:00+00,759.3919
2014-01-01 10:42:00+00,758.9575
2014-01-01 10:43:00+00,757.6390
2014-01-01 10:44:00+00,755.5106
2014-01-01 10:45:00+00,755.4129
2014-01-01 10:46:00+00,754.9083
2014-01-01 10:47:00+00,754.6500
2014-01-01 10:48:00+00,754.6295
2014-01-01 10:49:00+00,753.9365
2014-01-01 10:50:00+00,751.9537
2014-01-01 10:51:00+00,754.0800
2014-01-01 10:52:00+00,754.8248
2014-01-01 10:53:00+00,751.9935
2014-01-01 10:54:00+00,751.3012
2014-01-01 10:55:00+00,750.5252
2014-01-01 10:56:00+00,750.6199
2014-01-01 10:57:00+00,752.7680
2014-01-01 10:58:00+00,752.0237
2014-01-01 10:59:00+00,752.9350
2014-01-01 11:00:00+00,754.0262
2014-01-01 11:01:00+00,751.2725
2014-01-01 11:02:00+00,753.8968
2014-01-01 11:03:00+00,754.1627
2014-01-01 11:04:00+00,752.6867
2014-01-01 11:05:00+00,753.1885
2014-01-01 11:06:00+00,752.7783
2014-01-01 11:07:00+00,752.4062
2014-01-01 11:08:00+00,752.6807
2014-01-01 11:09:00+00,753.9195
2014-01-01 11:10:00+00,754.6803
2014-01-01 11:11:00+00,753.9105
2014-01-01 11:12:00+00,754.7952
2014-01-01 11:13:00+00,755.8827
2014-01-01 11:14:00+00,756.6650
2014-01-01 11:15:00+00,756.6659
2014-01-01 11:16:00+00,756.5825
2014-01-01 11:17:00+00,756.7447
2014-01-01 11:18:00+00,757.2554
2014-01-01 11:19:00+00,757.6304
2014-01-01 11:20:00+00,757.6522
2014-01-01 11:21:00+00,758.3724
2014-01-01 11:22:00+00,759.5254
2014-01-01 11:23:00+00,762.7692
2014-01-01 11:24:00+00,762.2787
2014-01-01 11:25:00+00,762.3467
2014-01-01 11:26:00+00,762.0685
2014-01-01 11:27:00+00,762.2617
2014-01-01 11:28:00+00,762.2269
2014-01-01 11:29:00+00,763.0134
2014-01-01 11:30:00+00,762.1703
2014-01-01 11:31:00+00,762.5731
2014-01-01 11:32:00+00,762.6480
2014-01-01 11:33:00+00,762.1448
2014-01-01 11:34:00+00,760.8135
2014-01-01 11:35:00+00,758.6587
2014-01-01 11:36:00+00,760.0530
2014-01-01 11:37:00+00,760.3338
2014-01-01 11:38:00+00,760.2422
